,location,total_sqft,bath,price,bhk
3000,Kogilu,952.0,2.0,49.0,2
3001,Kogilu,700.0,1.0,30.84,1
3002,Kogilu,1250.0,2.0,55.55,2
3003,Kogilu,1140.0,2.0,50.66,2
3004,Kogilu,1140.0,2.0,50.66,2
3005,Konanakunte,2791.0,3.0,223.0,3
3006,Konanakunte,2400.0,2.0,180.0,3
3007,Konanakunte,3746.0,6.0,375.0,4
3008,Koramangala,1253.0,2.0,102.0,2
3009,Koramangala,1580.0,3.0,160.0,3
3010,Koramangala,3500.0,5.0,425.0,4
3011,Koramangala,1005.0,1.0,110.0,2
3012,Koramangala,2292.0,4.0,275.0,3
3014,Koramangala,1290.0,2.0,100.0,2
3015,Koramangala,1300.0,2.0,110.0,2
3017,Koramangala,1325.0,2.0,119.0,2
3018,Koramangala,1260.0,2.0,100.0,2
3019,Koramangala,1975.0,3.0,210.0,3
3020,Koramangala,1900.0,2.0,200.0,2
3023,Koramangala,1320.0,2.0,150.0,2
3024,Koramangala,1320.0,2.0,110.0,2
3026,Koramangala,1083.0,2.0,100.0,2
3027,Koramangala,1744.0,3.0,200.0,3
3028,Koramangala,1180.0,2.0,128.0,2
3029,Koramangala,1320.0,2.0,160.0,2
3030,Koramangala,1370.0,2.0,125.0,2
3031,Koramangala,1100.0,2.0,85.0,2
3032,Koramangala,1200.0,2.0,100.0,2
3033,Koramangala,1744.0,4.0,210.0,3
3034,Koramangala,1320.0,2.0,160.0,2
3035,Koramangala,1350.0,2.0,103.0,2
3036,Koramangala,6000.0,4.0,625.0,4
3037,Koramangala,1320.0,2.0,160.0,2
3038,Koramangala,1600.0,3.0,170.0,3
3039,Koramangala,1260.0,2.0,100.0,2
3042,Kothannur,1206.0,2.0,48.23,2
3043,Kothannur,1100.0,2.0,40.0,2
3044,Kothannur,1197.0,2.0,47.88,2
3045,Kothannur,1197.0,2.0,47.8,2
3046,Kothannur,1070.0,2.0,42.79,2
3047,Kothannur,1070.0,2.0,38.6,2
3048,Kothannur,1485.0,2.0,59.4,3
3049,Kothannur,1215.0,2.0,48.6,3
3050,Kothannur,1404.0,2.0,56.15,3
3051,Kothanur,1186.0,2.0,58.0,2
3052,Kothanur,1847.0,3.0,105.0,3
3054,Kothanur,9600.0,5.0,550.0,5
3056,Kothanur,1187.0,2.0,58.0,2
3058,Kothanur,1185.0,2.0,59.0,2
3061,Kothanur,1790.0,3.0,105.0,3
3063,Kothanur,1145.0,2.0,56.0,2
3064,Kothanur,1455.0,2.0,69.0,2
3065,Kothanur,627.0,1.0,30.0,1
3066,Kothanur,1302.0,2.0,68.5,2
3067,Kothanur,1185.0,2.0,58.0,2
3068,Kothanur,1500.0,1.0,75.0,1
3069,Kothanur,1075.0,2.0,53.0,2
3070,Kothanur,1790.0,3.0,97.0,3
3071,Kothanur,1141.0,2.0,54.0,2
3073,Kothanur,1160.0,2.0,57.0,2
3074,Kothanur,1095.0,2.0,55.0,2
3075,Kothanur,1142.0,2.0,56.0,2
3076,Kothanur,1074.0,2.0,54.0,2
3077,Kothanur,1285.0,2.0,60.0,2
3078,Kothanur,1075.0,2.0,53.0,2
3079,Kothanur,1140.0,2.0,56.0,2
3080,Kothanur,1400.0,2.0,70.0,2
3083,Kothanur,1140.0,2.0,56.0,2
3084,Kothanur,1185.0,2.0,59.0,2
3086,Kothanur,1790.0,3.0,105.0,3
3087,Kothanur,1130.0,2.0,55.0,2
3088,Kothanur,1094.0,2.0,54.0,2
3089,Kothanur,1400.0,2.0,65.0,2
3090,Kothanur,1195.0,2.0,59.0,2
3091,Kothanur,1454.0,3.0,71.5,3
3092,Kudlu,1152.0,2.0,53.5,2
3093,Kudlu,1027.0,2.0,43.0,2
3094,Kudlu,1027.0,2.0,43.0,2
3095,Kudlu,1143.0,2.0,55.0,2
3097,Kudlu,1024.0,2.0,44.0,2
3099,Kudlu,1076.0,2.0,50.0,2
3100,Kudlu,1027.0,2.0,44.0,2
3101,Kudlu,1300.0,2.0,56.0,2
3102,Kudlu,1027.0,2.0,44.0,2
3103,Kudlu,1027.0,2.0,44.0,2
3104,Kudlu,1110.0,2.0,46.0,2
3105,Kudlu,1027.0,2.0,44.0,2
3106,Kudlu,720.0,1.0,33.0,1
3107,Kudlu,1027.0,2.0,44.0,2
3108,Kudlu,1162.0,2.0,52.0,2
3109,Kudlu Gate,1535.0,3.0,83.0,3
3110,Kudlu Gate,1535.0,3.0,85.0,3
3111,Kudlu Gate,1535.0,3.0,78.0,3
3112,Kudlu Gate,1535.0,3.0,86.0,3
3113,Kudlu Gate,1564.0,2.0,92.0,3
3114,Kudlu Gate,1238.0,2.0,55.0,2
3115,Kudlu Gate,1707.0,2.0,99.745,3
3116,Kudlu Gate,1535.0,3.0,86.0,3
3117,Kudlu Gate,1532.0,3.0,83.0,3
3118,Kudlu Gate,1113.0,2.0,50.0,2
3119,Kudlu Gate,1185.0,2.0,50.0,2
3120,Kudlu Gate,1664.0,3.0,68.0,3
3121,Kudlu Gate,1656.0,3.0,80.0,3
3122,Kudlu Gate,1656.0,3.0,75.0,3
3123,Kudlu Gate,812.0,2.0,38.25,2
3124,Kudlu Gate,1919.0,3.0,121.0,3
3125,Kudlu Gate,1535.0,3.0,85.0,3
3127,Kudlu Gate,1850.0,3.0,110.0,3
3128,Kudlu Gate,1432.0,2.0,61.11,3
3129,Kumaraswami Layout,2000.0,4.0,139.0,4
3130,Kumaraswami Layout,1000.0,2.0,48.5,2
3131,Kumaraswami Layout,1000.0,2.0,58.0,2
3132,Kumaraswami Layout,2400.0,7.0,125.0,7
3133,Kumaraswami Layout,2400.0,2.0,125.0,3
3134,Kumaraswami Layout,1310.0,2.0,70.0,3
3135,Kumaraswami Layout,3200.0,7.0,150.0,7
3136,Kumaraswami Layout,1310.0,2.0,85.0,3
3137,Kumaraswami Layout,3100.0,7.0,145.0,7
3138,Kumaraswami Layout,1200.0,3.0,75.0,3
3139,Kumaraswami Layout,1081.0,2.0,60.0,2
3141,Kundalahalli,735.0,2.0,57.99,2
3142,Kundalahalli,1047.0,2.0,82.0,2
3145,Kundalahalli,1397.0,3.0,110.0,3
3147,Kundalahalli,1397.0,3.0,108.0,3
3148,Kundalahalli,1920.0,3.0,150.0,3
3151,Kundalahalli,1047.0,2.0,84.0,2
3152,Kundalahalli,1047.0,2.0,83.0,2
3153,Kundalahalli,7000.0,4.0,550.0,4
3154,Kundalahalli,1047.0,2.0,82.62,2
3155,Kundalahalli,1724.0,3.0,146.0,3
3157,Kundalahalli,1047.0,2.0,89.0,2
3160,Kundalahalli,1047.0,2.0,72.0,2
3162,Kundalahalli,1065.0,2.0,70.0,2
3163,Kundalahalli,1724.0,3.0,146.0,3
3167,Kundalahalli,1724.0,3.0,140.0,3
3168,LB Shastri Nagar,1043.0,2.0,55.0,2
3169,LB Shastri Nagar,665.0,1.0,32.0,1
3170,LB Shastri Nagar,1400.0,2.0,80.0,3
3171,LB Shastri Nagar,1184.0,2.0,62.0,2
3172,LB Shastri Nagar,1000.0,2.0,49.5,2
3173,Laggere,1200.0,2.0,75.0,2
3174,Laggere,620.0,2.0,48.0,1
3175,Lakshminarayana Pura,1185.0,2.0,75.0,2
3176,Lakshminarayana Pura,1600.0,2.0,108.0,3
3177,Lakshminarayana Pura,1180.0,2.0,75.0,2
3178,Lakshminarayana Pura,1179.0,2.0,75.0,2
3179,Lakshminarayana Pura,1149.0,2.0,75.0,2
3180,Lakshminarayana Pura,1175.0,2.0,75.0,2
3181,Lakshminarayana Pura,1190.0,2.0,75.0,2
3182,Lakshminarayana Pura,1200.0,2.0,75.0,2
3183,Lakshminarayana Pura,1200.0,2.0,75.0,2
3184,Lakshminarayana Pura,1165.0,2.0,75.0,2
3185,Lakshminarayana Pura,1145.0,2.0,75.0,2
3186,Lakshminarayana Pura,1169.0,2.0,75.0,2
3187,Lakshminarayana Pura,1200.0,2.0,75.0,2
3188,Lakshminarayana Pura,1172.0,2.0,75.0,2
3189,Lakshminarayana Pura,1172.0,2.0,75.0,2
3190,Lakshminarayana Pura,1180.0,2.0,75.0,2
3191,Lakshminarayana Pura,1200.0,2.0,80.0,2
3192,Lakshminarayana Pura,1195.0,2.0,75.0,2
3193,Lakshminarayana Pura,1200.0,2.0,80.0,2
3194,Lingadheeranahalli,1521.0,3.0,95.0,3
3195,Lingadheeranahalli,1511.0,3.0,95.0,3
3196,Lingadheeranahalli,1683.0,3.0,109.0,3
3197,Lingadheeranahalli,1521.0,3.0,94.99,3
3198,Lingadheeranahalli,1521.0,3.0,94.71,3
3199,Lingadheeranahalli,1893.0,3.0,130.0,3
3200,Lingadheeranahalli,1705.0,3.0,110.0,3
3201,Lingadheeranahalli,2245.0,4.0,154.0,4
3202,Lingadheeranahalli,1682.0,3.0,113.0,3
3203,Lingadheeranahalli,1682.0,3.0,114.0,3
3204,Lingadheeranahalli,1506.0,3.0,95.0,3
3205,Lingadheeranahalli,1683.0,3.0,110.0,3
3206,Lingadheeranahalli,2236.0,4.0,153.0,4
3207,Magadi Road,1116.0,2.0,50.0,2
3208,Magadi Road,884.0,2.0,41.1,2
3209,Magadi Road,1005.0,2.0,55.78,2
3210,Magadi Road,1000.0,2.0,46.5,2
3213,Magadi Road,1116.0,2.0,51.89,2
3214,Magadi Road,1052.0,2.0,60.0,3
3215,Magadi Road,940.0,2.0,50.0,2
3216,Magadi Road,1318.0,2.0,68.0,3
3218,Magadi Road,884.0,2.0,48.0,2
3220,Mahadevpura,1150.0,2.0,52.0,2
3221,Mahadevpura,1260.0,2.0,57.6,2
3222,Mahadevpura,730.0,1.0,35.0,1
3223,Mahadevpura,1434.0,2.0,67.39,3
3224,Mahadevpura,1146.0,2.0,53.8,2
3225,Mahadevpura,1620.0,2.0,76.0,3
3226,Mahadevpura,1400.0,2.0,65.8,3
3227,Mahadevpura,1137.0,2.0,53.4,2
3228,Mahadevpura,1152.0,2.0,54.0,2
3229,Mahadevpura,1212.0,2.0,56.9,2
3230,Mahadevpura,1500.0,2.0,70.0,3
3231,Mahadevpura,1236.0,2.0,58.0,2
3232,Mahadevpura,1236.0,2.0,58.0,2
3233,Mahadevpura,1120.0,2.0,53.0,2
3234,Mahalakshmi Layout,1575.0,5.0,158.0,4
3235,Mahalakshmi Layout,1200.0,2.0,110.0,3
3236,Mahalakshmi Layout,1876.0,3.0,150.0,3
3237,Mallasandra,1665.0,3.0,95.0,3
3238,Mallasandra,1665.0,3.0,86.58,3
3239,Mallasandra,1340.0,2.0,61.0,2
3240,Mallasandra,1325.0,2.0,70.0,2
3241,Mallasandra,1665.0,3.0,86.91,3
3242,Mallasandra,1325.0,2.0,70.0,2
3243,Mallasandra,905.0,2.0,40.0,2
3244,Mallasandra,1325.0,2.0,65.0,2
3245,Mallasandra,1325.0,2.0,73.0,2
3246,Mallasandra,1565.0,2.0,69.0,2
3248,Malleshpalya,1140.0,2.0,46.5,2
3249,Malleshpalya,1225.0,2.0,46.86,2
3251,Malleshpalya,1052.0,2.0,50.0,2
3252,Malleshpalya,1065.0,2.0,50.0,2
3253,Malleshpalya,1210.0,2.0,55.0,2
3254,Malleshpalya,1060.0,2.0,40.0,2
3255,Malleshpalya,1430.0,2.0,69.5,3
3256,Malleshpalya,1245.0,2.0,55.0,2
3257,Malleshpalya,1200.0,2.0,46.0,2
3258,Malleshpalya,1225.0,2.0,52.0,2
3259,Malleshwaram,2500.0,5.0,325.0,4
3260,Malleshwaram,2475.0,4.0,332.0,3
3261,Malleshwaram,2475.0,4.0,320.0,3
3262,Malleshwaram,900.0,2.0,95.0,2
3263,Malleshwaram,1420.0,2.0,158.0,2
3264,Malleshwaram,2000.0,3.0,250.0,3
3265,Malleshwaram,2215.0,3.0,275.0,3
3266,Malleshwaram,1600.0,3.0,160.0,3
3267,Malleshwaram,2475.0,4.0,300.0,3
3268,Malleshwaram,2345.0,2.0,293.0,3
3269,Malleshwaram,2215.0,4.0,310.0,3
3270,Malleshwaram,480.0,1.0,60.0,1
3271,Malleshwaram,2475.0,4.0,326.0,3
3272,Malleshwaram,2476.0,3.0,337.0,3
3273,Malleshwaram,900.0,2.0,90.0,2
3274,Malleshwaram,2050.0,4.0,270.0,3
3275,Malleshwaram,620.0,1.0,86.8,1
3276,Malleshwaram,600.0,1.0,68.0,2
3277,Malleshwaram,2475.0,4.0,337.0,3
3278,Malleshwaram,2215.0,3.0,275.0,3
3279,Malleshwaram,2200.0,3.0,275.0,3
3280,Malleshwaram,2475.0,4.0,326.0,3
3281,Malleshwaram,2475.0,4.0,340.0,3
3282,Malleshwaram,1400.0,2.0,190.0,2
3283,Malleshwaram,2475.0,4.0,300.0,3
3286,Marathahalli,1200.0,2.0,60.0,2
3287,Marathahalli,950.0,2.0,46.96,2
3288,Marathahalli,1230.0,2.0,80.0,2
3289,Marathahalli,1019.0,2.0,49.85,2
3290,Marathahalli,1215.0,2.0,67.0,2
3291,Marathahalli,1019.0,2.0,49.86,2
3292,Marathahalli,1325.0,2.0,71.55,2
3294,Marathahalli,1152.0,2.0,56.0,2
3295,Marathahalli,1610.0,3.0,90.0,3
3296,Marathahalli,1146.0,2.0,70.0,2
3298,Marathahalli,1469.0,3.0,89.0,3
3300,Marathahalli,1840.0,3.0,98.0,3
3301,Marathahalli,3951.0,4.0,220.0,4
3303,Marathahalli,957.0,2.0,46.9,2
3304,Marathahalli,1350.0,3.0,72.0,3
3306,Marathahalli,1071.0,2.0,52.25,2
3307,Marathahalli,1215.0,2.0,58.86,2
3308,Marathahalli,1102.0,2.0,53.67,2
3309,Marathahalli,1900.0,3.0,123.0,3
3310,Marathahalli,1045.0,2.0,60.0,2
3312,Marathahalli,1215.0,2.0,58.86,2
3313,Marathahalli,1365.0,2.0,73.0,2
3315,Marathahalli,3895.0,4.0,220.0,4
3317,Marathahalli,4000.0,4.0,220.0,4
3318,Marathahalli,1208.0,2.0,70.0,2
3319,Marathahalli,1525.0,3.0,90.0,3
3320,Marathahalli,1550.0,3.0,83.0,3
3321,Marathahalli,1350.0,2.0,86.0,2
3322,Marathahalli,957.0,2.0,47.0,2
3323,Marathahalli,4000.0,4.0,220.0,4
3324,Marathahalli,1200.0,2.0,58.0,2
3326,Marathahalli,607.0,1.0,35.0,1
3327,Marathahalli,1075.0,2.0,52.43,2
3328,Marathahalli,1220.0,2.0,58.5,2
3329,Marathahalli,950.0,2.0,45.68,2
3330,Marathahalli,1595.0,3.0,90.0,3
3331,Marathahalli,1020.0,2.0,57.0,2
3332,Marathahalli,1600.0,3.0,88.0,2
3333,Marathahalli,1710.0,3.0,100.0,3
3335,Marathahalli,1358.0,2.0,81.0,2
3336,Marathahalli,1205.0,2.0,75.0,2
3337,Marathahalli,1730.0,3.0,110.0,3
3338,Marathahalli,1200.0,2.0,67.0,2
3339,Marathahalli,1095.0,2.0,60.0,2
3340,Marathahalli,1050.0,2.0,65.0,2
3341,Marathahalli,1102.0,2.0,53.67,2
3342,Marathahalli,1026.0,2.0,49.95,2
3343,Marathahalli,3940.0,4.0,220.0,4
3345,Marathahalli,1220.0,2.0,59.0,2
3346,Marathahalli,881.0,2.0,48.06,2
3348,Marathahalli,1710.0,3.0,100.0,3
3349,Marathahalli,1680.0,3.0,105.0,3
3350,Marathahalli,1910.0,3.0,119.0,3
3351,Marathahalli,1602.0,2.0,104.0,2
3352,Marathahalli,700.0,1.0,38.0,1
3353,Marathahalli,1469.0,3.0,89.0,3
3355,Marathahalli,1065.0,2.0,55.0,2
3356,Marathahalli,1196.0,2.0,57.9,2
3357,Marathahalli,1595.0,3.0,88.0,3
3358,Marathahalli,2122.0,3.0,125.0,3
3361,Marathahalli,1125.0,2.0,55.0,2
3362,Marathahalli,1950.0,3.0,115.0,3
3363,Marathahalli,1250.0,2.0,68.0,2
3364,Marathahalli,1125.0,2.0,56.8,2
3365,Marathahalli,957.0,2.0,47.0,2
3366,Marathahalli,3855.0,4.0,220.0,4
3368,Marathahalli,3800.0,4.0,235.0,4
3369,Marathahalli,3951.0,4.0,230.0,4
3370,Marathahalli,1125.0,2.0,54.8,2
3371,Marathahalli,1270.0,2.0,73.0,2
3372,Marathahalli,950.0,2.0,46.7,2
3373,Marathahalli,1550.0,3.0,85.0,3
3374,Marathahalli,1019.0,2.0,49.86,2
3375,Marathahalli,1144.0,2.0,65.0,2
3376,Marathahalli,1135.0,2.0,60.0,2
3377,Marathahalli,1102.0,2.0,53.67,2
3378,Marathahalli,1108.0,2.0,60.0,3
3379,Marathahalli,1026.0,2.0,50.18,2
3382,Marathahalli,1270.0,2.0,80.0,2
3383,Marathahalli,1196.0,2.0,57.95,2
3385,Marathahalli,1485.0,2.0,90.0,3
3386,Marathahalli,1146.0,2.0,69.0,2
3387,Margondanahalli,1090.0,2.0,58.0,2
3388,Margondanahalli,1200.0,2.0,67.0,2
3389,Margondanahalli,1200.0,2.0,65.0,3
3390,Margondanahalli,900.0,2.0,49.0,2
3391,Margondanahalli,1140.0,2.0,60.0,2
3392,Margondanahalli,1200.0,2.0,65.0,2
3393,Margondanahalli,1050.0,2.0,58.0,2
3394,Margondanahalli,1160.0,2.0,65.0,2
3395,Margondanahalli,1334.0,2.0,67.76,2
3396,Marsur,1800.0,4.0,145.0,4
3397,Marsur,1200.0,3.0,90.0,3
3398,Mico Layout,1125.0,2.0,40.0,2
3399,Mico Layout,800.0,1.0,29.5,1
3400,Mico Layout,1250.0,2.0,44.0,3
3401,Mico Layout,1670.0,3.0,59.0,3
3402,Mico Layout,1140.0,2.0,43.0,2
3403,Munnekollal,1170.0,2.0,52.0,2
3404,Munnekollal,1102.0,2.0,53.67,2
3405,Munnekollal,1390.0,3.0,68.0,3
3406,Munnekollal,950.0,2.0,46.5,2
3407,Munnekollal,1560.0,3.0,75.0,3
3408,Munnekollal,1750.0,3.0,86.5,3
3409,Munnekollal,1385.0,2.0,66.5,3
3410,Munnekollal,1540.0,2.0,70.0,3
3411,Munnekollal,1200.0,2.0,57.9,3
3412,Munnekollal,1030.0,2.0,50.36,2
3413,Murugeshpalya,1550.0,3.0,74.0,3
3414,Murugeshpalya,1845.0,3.0,91.0,3
3415,Murugeshpalya,1600.0,2.0,65.0,3
3416,Murugeshpalya,1344.0,2.0,56.0,3
3417,Murugeshpalya,1500.0,2.0,70.0,3
3418,Murugeshpalya,1855.0,3.0,96.0,3
3419,Mysore Road,1710.0,4.0,91.31,3
3420,Mysore Road,1020.0,2.0,48.95,2
3421,Mysore Road,980.0,2.0,45.47,2
3422,Mysore Road,883.0,2.0,40.0,2
3423,Mysore Road,1200.0,2.0,65.0,2
3427,Mysore Road,883.0,2.0,40.95,2
3428,Mysore Road,1070.0,2.0,49.65,2
3430,Mysore Road,883.0,2.0,50.0,2
3431,Mysore Road,1155.0,2.0,51.0,2
3432,Mysore Road,883.0,2.0,45.0,2
3433,Mysore Road,1170.0,2.0,65.0,2
3434,Mysore Road,1029.5,2.0,50.855,2
3435,Mysore Road,940.0,2.0,43.61,2
3436,Mysore Road,1500.0,3.0,74.0,3
3437,Mysore Road,1020.0,2.0,48.95,2
3439,Mysore Road,1560.0,2.0,83.3,3
3440,Mysore Road,1080.0,2.0,60.0,3
3442,NGR Layout,1020.0,2.0,45.9,2
3443,NGR Layout,1105.0,2.0,49.73,2
3444,NGR Layout,1022.0,2.0,45.9,2
3445,NGR Layout,1019.0,2.0,45.9,2
3446,NGR Layout,1020.0,2.0,46.0,2
3447,NGR Layout,1021.0,2.0,46.0,2
3448,NGR Layout,1021.0,2.0,45.9,2
3449,NRI Layout,1565.0,2.0,75.0,3
3450,NRI Layout,2500.0,5.0,130.0,5
3451,NRI Layout,2150.0,4.0,115.0,4
3452,NRI Layout,1789.0,3.0,75.0,3
3453,NRI Layout,2400.0,2.0,125.0,2
3454,Nagarbhavi,1630.0,2.0,98.0,3
3456,Nagarbhavi,2400.0,3.0,160.0,3
3457,Nagarbhavi,884.0,2.0,36.0,1
3458,Nagarbhavi,1055.0,2.0,55.0,2
3460,Nagarbhavi,1223.0,2.0,60.0,2
3461,Nagarbhavi,956.0,2.0,49.0,2
3463,Nagarbhavi,1400.0,2.0,85.0,3
3464,Nagarbhavi,1515.0,2.0,79.0,3
3465,Nagarbhavi,1145.0,2.0,40.0,2
3466,Nagarbhavi,300.0,1.0,20.0,1
3467,Nagarbhavi,710.0,2.0,40.0,1
3469,Nagarbhavi,1212.0,2.0,50.0,2
3470,Nagarbhavi,1020.0,2.0,55.0,2
3472,Nagarbhavi,1120.0,2.0,53.0,2
3474,Nagarbhavi,1146.0,2.0,50.0,2
3476,Nagarbhavi,1190.0,2.0,63.0,2
3478,Nagarbhavi,1050.0,2.0,80.0,2
3479,Nagarbhavi,2500.0,3.0,180.0,5
3481,Nagarbhavi,1635.0,3.0,85.0,3
3483,Nagarbhavi,1100.0,2.0,46.2,2
3484,Nagarbhavi,1080.0,2.0,49.0,2
3485,Nagarbhavi,1225.0,2.0,58.0,2
3486,Nagasandra,2400.0,4.0,145.0,4
3487,Nagasandra,1650.0,3.0,95.0,3
3488,Nagasandra,1500.0,2.0,91.0,2
3489,Nagavara,2172.65,3.0,120.0,4
3491,Nagavara,936.0,2.0,40.2,2
3492,Nagavara,1125.0,2.0,44.5,2
3493,Nagavara,1315.0,2.0,70.0,2
3494,Nagavara,1077.0,2.0,50.0,2
3495,Nagavara,2496.0,4.0,125.0,4
3496,Nagavara,1110.0,2.0,44.95,2
3497,Nagavara,1247.0,2.0,58.56,2
3498,Nagavarapalya,1392.0,2.0,99.0,2
3499,Nagavarapalya,705.0,1.0,52.5,1
3500,Nagavarapalya,705.0,1.0,57.0,1
3501,Nagavarapalya,705.0,1.0,55.0,1
3502,Nagavarapalya,705.0,1.0,57.0,1
3503,Nagavarapalya,1260.0,2.0,85.5,2
3504,Narayanapura,1485.0,3.0,85.0,3
3505,Narayanapura,2357.0,3.0,135.0,3
3506,Narayanapura,2357.0,3.0,135.0,3
3507,Neeladri Nagar,1053.0,2.0,45.0,2
3508,Neeladri Nagar,674.0,1.0,21.0,1
3509,Neeladri Nagar,1167.0,2.0,38.0,3
3510,Neeladri Nagar,1060.0,2.0,35.0,2
3511,Neeladri Nagar,640.0,1.0,20.5,1
3512,Neeladri Nagar,4000.0,12.0,160.0,10
3513,Nehru Nagar,2363.0,5.0,120.0,4
3514,Nehru Nagar,2342.0,3.0,115.0,4
3515,Nehru Nagar,1374.0,3.0,72.0,3
3516,Nehru Nagar,1674.0,3.0,90.0,3
3517,Nehru Nagar,1269.0,2.0,63.0,3
3518,Nehru Nagar,1100.0,2.0,50.0,2
3519,Nehru Nagar,1674.0,3.0,81.0,3
3520,OMBR Layout,1078.0,2.0,65.0,2
3521,OMBR Layout,1101.0,2.0,65.5,2
3522,OMBR Layout,1041.0,2.0,65.5,2
3523,OMBR Layout,1300.0,2.0,80.0,2
3524,OMBR Layout,1085.0,2.0,64.0,2
3526,OMBR Layout,1101.0,2.0,66.0,2
3527,Old Airport Road,2732.0,4.0,204.0,4
3528,Old Airport Road,3356.0,4.0,251.0,4
3529,Old Airport Road,2774.0,4.0,207.0,4
3530,Old Airport Road,2690.0,4.0,191.0,4
3531,Old Airport Road,2690.0,4.0,199.0,4
3532,Old Airport Road,1150.0,2.0,90.0,2
3533,Old Airport Road,2690.0,4.0,191.0,4
3534,Old Airport Road,2658.0,5.0,187.0,4
3535,Old Airport Road,2774.0,4.0,208.0,4
3536,Old Airport Road,2774.0,4.0,208.0,4
3537,Old Airport Road,2690.0,4.0,201.0,4
3538,Old Airport Road,1145.0,2.0,75.0,2
3539,Old Airport Road,2732.0,4.0,194.0,4
3540,Old Airport Road,2658.0,5.0,189.0,4
3541,Old Airport Road,2774.0,4.0,197.0,4
3542,Old Airport Road,3496.0,4.0,262.0,4
3543,Old Airport Road,2774.0,4.0,197.0,4
3544,Old Airport Road,2732.0,4.0,204.0,4
3545,Old Airport Road,2774.0,4.0,208.0,4
3546,Old Airport Road,1184.0,2.0,78.0,2
3547,Old Airport Road,3504.0,4.0,262.0,4
3548,Old Airport Road,1055.0,2.0,75.0,2
3549,Old Madras Road,3715.0,6.0,224.5,4
3553,Old Madras Road,1200.0,2.0,72.0,2
3554,Old Madras Road,1100.0,2.0,70.0,2
3556,Old Madras Road,1171.0,2.0,75.0,2
3558,Old Madras Road,2010.0,3.0,125.0,4
3561,Old Madras Road,1210.0,2.0,74.0,2
3562,Old Madras Road,1171.0,2.0,72.0,2
3564,Old Madras Road,1480.0,3.0,95.0,3
3570,Old Madras Road,1210.0,2.0,77.0,2
3571,Old Madras Road,5020.0,7.0,287.0,5
3573,Old Madras Road,1330.0,2.0,74.0,2
3577,Old Madras Road,1171.0,2.0,73.0,2
3578,Old Madras Road,2640.0,2.0,170.0,2
3579,Padmanabhanagar,1020.0,2.0,63.0,2
3580,Padmanabhanagar,1176.0,2.0,62.0,2
3582,Padmanabhanagar,1100.0,2.0,65.0,2
3583,Padmanabhanagar,3400.0,3.0,210.0,4
3585,Padmanabhanagar,1360.0,2.0,75.0,3
3586,Padmanabhanagar,1200.0,2.0,60.0,2
3588,Padmanabhanagar,1067.0,2.0,52.0,2
3589,Padmanabhanagar,1250.0,2.0,70.0,3
3591,Padmanabhanagar,1360.0,3.0,75.0,3
3592,Padmanabhanagar,1100.0,2.0,60.0,2
3593,Pai Layout,1050.0,2.0,40.0,2
3594,Pai Layout,1400.0,2.0,67.0,3
3595,Pai Layout,1100.0,2.0,50.0,2
3596,Pai Layout,1400.0,2.0,57.5,2
3597,Pai Layout,1175.0,2.0,60.0,2
3598,Pai Layout,810.0,2.0,34.5,2
3599,Pai Layout,1000.0,2.0,42.0,2
3600,Pai Layout,3800.0,6.0,175.0,6
3601,Pai Layout,1068.0,2.0,48.0,2
3605,Panathur,1359.0,2.0,87.0,2
3606,Panathur,1198.0,2.0,77.0,2
3607,Panathur,1180.0,2.0,70.0,2
3608,Panathur,1546.0,3.0,99.0,3
3609,Panathur,1000.0,2.0,65.3,2
3610,Panathur,1109.0,2.0,63.0,2
3611,Panathur,1255.0,2.0,79.0,2
3612,Panathur,1210.0,2.0,80.0,2
3613,Panathur,1210.0,2.0,77.0,2
3614,Panathur,661.0,1.0,40.0,1
3615,Panathur,1210.0,2.0,78.0,2
3616,Panathur,1050.0,2.0,60.0,2
3617,Panathur,1007.0,2.0,64.0,2
3618,Panathur,1210.0,2.0,77.93,2
3619,Panathur,1230.0,2.0,80.0,2
3620,Panathur,980.0,2.0,57.0,2
3621,Panathur,1075.0,2.0,60.0,2
3622,Panathur,1210.0,2.0,69.0,2
3623,Panathur,1343.0,2.0,76.0,2
3624,Parappana Agrahara,1194.0,2.0,47.0,2
3625,Parappana Agrahara,1194.0,2.0,47.0,2
3626,Parappana Agrahara,1194.0,2.0,46.0,2
3627,Parappana Agrahara,1194.0,2.0,47.0,2
3628,Parappana Agrahara,1194.0,2.0,46.0,2
3629,Parappana Agrahara,1194.0,2.0,47.0,2
3630,Parappana Agrahara,1194.0,2.0,47.0,2
3631,Parappana Agrahara,1092.0,2.0,43.0,2
3632,Parappana Agrahara,1194.0,2.0,46.0,2
3633,Parappana Agrahara,1194.0,2.0,47.0,2
3634,Parappana Agrahara,1194.0,2.0,47.0,2
3635,Parappana Agrahara,1194.0,2.0,46.0,2
3636,Parappana Agrahara,1194.0,2.0,46.0,2
3637,Pattandur Agrahara,1550.0,2.0,80.0,3
3638,Pattandur Agrahara,1247.0,2.0,59.8,2
3639,Pattandur Agrahara,900.0,2.0,42.0,2
3640,Pattandur Agrahara,1302.0,2.0,66.0,2
3641,Pattandur Agrahara,1550.0,2.0,80.0,3
3642,Pattandur Agrahara,1247.0,2.0,62.35,2
3643,Pattandur Agrahara,1350.0,2.0,68.0,2
3644,Poorna Pragna Layout,920.0,2.0,39.55,2
